Date, Kitchen, Kitchen 2nd, Outside
2014-02-12 21:19:45 ,21.812, 22.0, 1.187
2014-02-12 21:19:49 ,21.875, 22.062, 1.187
2014-02-12 21:19:52 ,21.875, 22.062, 1.187
2014-02-12 21:19:56 ,21.875, 22.062, 1.187
2014-02-12 21:47:17 ,22.5, 22.375, 0.937
2014-02-12 21:47:26 ,22.562, 22.375, 0.937
2014-02-12 21:47:31 ,22.562, 22.375, 1.0
2014-02-12 21:47:40 ,22.562, 26.687, 0.937
2014-02-12 21:47:44 ,22.562, 28.062, 1.0
2014-02-12 21:47:49 ,22.562, 28.625, 1.0
2014-02-12 21:47:53 ,22.562, 29.062, 1.0
2014-02-12 21:47:57 ,22.562, 29.187, 1.0
2014-02-12 21:48:01 ,22.562, 27.875, 1.0
2014-02-12 21:48:04 ,22.625, 27.062, 1.0
2014-02-12 21:48:07 ,22.625, 26.562, 1.0
2014-02-12 21:48:27 ,22.562, 24.812, 0.937
2014-02-12 21:48:31 ,22.562, 24.625, 1.0
2014-02-12 21:49:05 ,22.562, 23.625, 0.937
2014-02-12 21:50:04 ,22.562, 22.875, 0.937
2014-02-12 21:51:05 ,22.625, 22.625, 0.875
2014-02-12 21:52:04 ,22.625, 22.5, 0.875
2014-02-12 21:53:05 ,22.562, 22.437, 0.937
2014-02-12 21:54:04 ,22.562, 22.375, 1.0
2014-02-12 21:55:04 ,22.562, 22.375, 0.937
2014-02-12 21:56:04 ,22.562, 22.375, 0.875
2014-02-12 21:57:04 ,22.562, 22.375, 1.0
2014-02-12 21:58:04 ,22.562, 22.312, 0.937
2014-02-12 21:59:04 ,22.625, 22.375, 0.875
2014-02-12 22:00:04 ,22.562, 22.375, 0.812
2014-02-12 22:01:04 ,22.562, 22.375, 0.875
2014-02-12 22:02:05 ,22.625, 22.312, 0.812
2014-02-12 22:03:04 ,22.625, 22.375, 0.812
2014-02-12 22:04:04 ,22.562, 22.312, 0.75
2014-02-12 22:05:04 ,22.562, 22.312, 0.75
2014-02-12 22:06:04 ,22.562, 22.312, 0.75
2014-02-12 22:07:04 ,22.562, 22.25, 0.625
2014-02-12 22:08:04 ,22.562, 22.25, 0.437
2014-02-12 22:09:05 ,22.562, 22.312, 0.375
2014-02-12 22:10:04 ,22.562, 22.312, 0.437
2014-02-12 22:11:05 ,22.562, 22.312, 0.562
2014-02-12 22:12:04 ,22.562, 22.312, 0.812
2014-02-12 22:13:05 ,22.562, 22.312, 0.625
2014-02-12 22:14:04 ,22.562, 22.312, 0.437
2014-02-12 22:15:04 ,22.5, 22.25, 0.437
2014-02-12 22:16:04 ,22.5, 22.312, 0.375
2014-02-12 22:17:04 ,22.562, 22.312, 0.312
2014-02-12 22:18:04 ,22.562, 22.312, 0.187
2014-02-12 22:19:04 ,22.562, 22.312, 0.312
2014-02-12 22:20:05 ,22.562, 22.312, 0.25
2014-02-12 22:21:04 ,22.562, 22.312, 0.187
2014-02-12 22:22:05 ,22.562, 22.312, 0.25
2014-02-12 22:23:04 ,22.5, 22.312, 0.187
2014-02-12 22:24:04 ,22.5, 22.25, 0.187
2014-02-12 22:25:04 ,22.5, 22.25, 0.187
2014-02-12 22:26:04 ,22.5, 22.25, 0.25
2014-02-12 22:27:04 ,22.5, 22.25, 0.312
2014-02-12 22:28:04 ,22.5, 22.187, 0.25
2014-02-12 22:29:04 ,22.437, 22.187, 0.25
2014-02-12 22:30:04 ,22.437, 22.187, 0.25
2014-02-12 22:31:04 ,22.5, 22.25, 0.187
2014-02-12 22:32:04 ,22.562, 22.312, 0.187
2014-02-12 22:33:05 ,22.437, 22.187, 0.25
2014-02-12 22:34:04 ,22.5, 22.187, 0.187
2014-02-12 22:35:05 ,22.5, 22.25, 0.187
2014-02-12 22:36:04 ,22.5, 22.25, 0.187
2014-02-12 22:37:05 ,22.375, 22.187, 0.187
2014-02-12 22:38:04 ,22.437, 22.125, 0.187
2014-02-12 22:39:04 ,22.437, 22.187, 0.062
2014-02-12 22:40:04 ,22.437, 22.187, 0.187
2014-02-12 22:41:04 ,22.375, 22.187, 0.187
2014-02-12 22:42:05 ,22.5, 22.25, 0.187
2014-02-12 22:43:04 ,22.562, 22.312, 0.25
2014-02-12 22:44:05 ,22.562, 22.312, 0.187
2014-02-12 22:45:04 ,22.562, 22.312, 0.187
2014-02-12 22:46:04 ,22.562, 22.375, 0.125
2014-02-12 22:47:04 ,22.562, 22.375, 0.062
2014-02-12 22:48:04 ,22.5, 22.312, 0.125
2014-02-12 22:49:04 ,22.562, 22.375, 0.062
2014-02-12 22:50:04 ,22.562, 22.375, -0.062
2014-02-12 22:51:06 ,22.625, 22.437, -0.125
2014-02-12 22:52:04 ,22.625, 22.437, -0.125
2014-02-12 22:53:04 ,22.687, 22.437, -0.187
2014-02-12 22:54:04 ,22.687, 22.437, -0.187
2014-02-12 22:55:05 ,22.75, 22.437, -0.187
2014-02-12 22:56:04 ,22.687, 22.5, -0.312
2014-02-12 22:57:04 ,22.687, 22.437, -0.187
2014-02-12 22:58:04 ,22.687, 22.437, -0.25
2014-02-12 22:59:04 ,22.75, 22.437, -0.312
2014-02-12 23:00:04 ,22.687, 22.437, -0.25
2014-02-12 23:01:05 ,22.687, 22.437, -0.187
2014-02-12 23:02:04 ,22.687, 22.437, -0.125
2014-02-12 23:03:04 ,22.687, 22.437, -0.125
2014-02-12 23:04:04 ,22.687, 22.437, -0.125
2014-02-12 23:05:04 ,22.687, 22.437, -0.187
2014-02-12 23:06:05 ,22.687, 22.437, -0.125
2014-02-12 23:07:04 ,22.687, 22.375, -0.125
2014-02-12 23:08:05 ,22.687, 22.375, -0.187
2014-02-12 23:09:04 ,22.687, 22.375, -0.125
2014-02-12 23:10:04 ,22.687, 22.437, -0.125
2014-02-12 23:11:04 ,22.687, 22.437, -0.125
2014-02-12 23:12:04 ,22.687, 22.437, -0.125
2014-02-12 23:13:04 ,22.687, 22.437, -0.125
2014-02-12 23:14:04 ,22.687, 22.437, -0.187
2014-02-12 23:15:04 ,22.687, 22.437, -0.187
2014-02-12 23:16:04 ,22.687, 22.437, -0.125
2014-02-12 23:17:05 ,22.687, 22.437, -0.187
2014-02-12 23:18:04 ,22.75, 22.437, -0.25
2014-02-12 23:19:04 ,22.687, 22.437, -0.437
2014-02-12 23:20:04 ,22.687, 22.375, -0.562
2014-02-12 23:21:04 ,22.687, 22.375, -0.437
2014-02-12 23:22:05 ,22.687, 22.375, -0.375
2014-02-12 23:23:04 ,22.687, 22.375, -0.25
2014-02-12 23:24:05 ,22.625, 22.375, -0.312
2014-02-12 23:25:04 ,22.687, 22.375, -0.562
2014-02-12 23:26:05 ,22.687, 22.375, -0.562
2014-02-12 23:27:04 ,22.625, 22.375, -0.5
2014-02-12 23:28:05 ,22.687, 22.375, -0.375
2014-02-12 23:29:04 ,22.625, 22.375, -0.312
2014-02-12 23:30:04 ,22.625, 22.375, -0.375
2014-02-12 23:31:04 ,22.625, 22.312, -0.437
2014-02-12 23:32:04 ,22.5, 22.25, -0.5
2014-02-12 23:33:05 ,22.562, 22.25, -0.375
2014-02-12 23:34:04 ,22.562, 22.25, -0.437
2014-02-12 23:35:05 ,22.625, 22.312, -0.5
2014-02-12 23:36:04 ,22.562, 22.312, -0.375
2014-02-12 23:37:04 ,22.625, 22.312, -0.5
2014-02-12 23:38:04 ,22.625, 22.312, -0.562
2014-02-12 23:39:04 ,22.625, 22.312, -0.562
2014-02-12 23:40:04 ,22.625, 22.312, -0.375
2014-02-12 23:41:04 ,22.562, 22.312, -0.25
2014-02-12 23:42:05 ,22.625, 22.312, -0.25
2014-02-12 23:43:04 ,22.625, 22.312, -0.312
2014-02-12 23:44:04 ,22.562, 22.25, -0.437
2014-02-12 23:45:04 ,22.562, 22.25, -0.437
2014-02-12 23:46:04 ,22.562, 22.25, -0.375
2014-02-12 23:47:04 ,22.562, 22.25, -0.375
2014-02-12 23:48:04 ,22.562, 22.25, -0.375
2014-02-12 23:49:05 ,22.625, 22.25, -0.312
2014-02-12 23:50:04 ,22.562, 22.25, -0.375
2014-02-12 23:51:04 ,22.562, 22.187, -0.562
2014-02-12 23:52:04 ,22.562, 22.25, -0.437
2014-02-12 23:53:04 ,22.562, 22.25, -0.437
2014-02-12 23:54:04 ,22.562, 22.25, -0.5
2014-02-12 23:55:04 ,22.562, 22.25, -0.5
2014-02-12 23:56:04 ,22.562, 22.25, -0.562
2014-02-12 23:57:04 ,22.625, 22.187, -0.625
2014-02-12 23:58:05 ,22.562, 22.187, -0.625
2014-02-12 23:59:04 ,22.562, 22.187, -0.625
2014-02-13 00:00:05 ,22.562, 22.125, -0.562
2014-02-13 00:01:04 ,22.562, 22.187, -0.562
2014-02-13 00:02:05 ,22.562, 22.187, -0.562
2014-02-13 00:03:04 ,22.562, 22.187, -0.562
2014-02-13 00:04:04 ,22.562, 22.187, -0.5
2014-02-13 00:05:04 ,22.5, 22.125, -0.562
2014-02-13 00:06:04 ,22.5, 22.125, -0.562
2014-02-13 00:07:04 ,22.5, 22.062, -0.625
2014-02-13 00:08:04 ,22.5, 22.125, -0.687
2014-02-13 00:09:04 ,22.5, 22.125, -0.625
2014-02-13 00:10:04 ,22.5, 22.125, -0.562
2014-02-13 00:11:05 ,22.437, 22.125, -0.687
2014-02-13 00:12:04 ,22.437, 22.125, -0.687
2014-02-13 00:13:05 ,22.437, 22.125, -0.625
2014-02-13 00:14:04 ,22.437, 22.125, -0.562
2014-02-13 00:15:04 ,22.437, 22.125, -0.5
2014-02-13 00:16:04 ,22.437, 22.125, -0.5
2014-02-13 00:17:04 ,22.437, 22.062, -0.5
2014-02-13 00:18:05 ,22.5, 22.062, -0.5
2014-02-13 00:19:04 ,22.437, 22.062, -0.5
2014-02-13 00:20:05 ,22.437, 22.062, -0.625
2014-02-13 00:21:04 ,22.437, 22.062, -0.562
2014-02-13 00:22:04 ,22.437, 22.062, -0.5
2014-02-13 00:23:04 ,22.437, 22.062, -0.5
2014-02-13 00:24:05 ,22.437, 22.062, -0.562
2014-02-13 00:25:05 ,22.437, 22.0, -0.625
2014-02-13 00:26:04 ,22.375, 22.0, -0.75
2014-02-13 00:27:04 ,22.375, 22.0, -0.812
2014-02-13 00:28:04 ,22.375, 22.0, -0.812
2014-02-13 00:29:04 ,22.375, 21.937, -0.75
2014-02-13 00:30:05 ,22.375, 22.0, -0.625
2014-02-13 00:31:04 ,22.375, 21.937, -0.687
2014-02-13 00:32:05 ,22.437, 21.937, -0.75
2014-02-13 00:33:04 ,22.437, 22.0, -0.687
2014-02-13 00:34:05 ,22.375, 21.937, -0.75
2014-02-13 00:35:04 ,22.375, 22.0, -0.812
2014-02-13 00:36:05 ,22.375, 21.937, -0.812
2014-02-13 00:37:04 ,22.375, 21.937, -0.812
2014-02-13 00:38:04 ,22.375, 21.937, -1.0
2014-02-13 00:39:04 ,22.312, 21.937, -1.062
2014-02-13 00:40:04 ,22.312, 21.937, -1.187
2014-02-13 00:41:04 ,22.312, 21.937, -1.187
2014-02-13 00:42:04 ,22.312, 21.937, -1.125
2014-02-13 00:43:05 ,22.312, 21.937, -1.0
2014-02-13 00:44:04 ,22.375, 21.937, -1.0
2014-02-13 00:45:04 ,22.375, 21.937, -0.937
2014-02-13 00:46:04 ,22.375, 21.937, -0.812
2014-02-13 00:47:04 ,22.375, 21.937, -0.937
2014-02-13 00:48:05 ,22.375, 21.937, -1.0
2014-02-13 00:49:05 ,22.375, 21.937, -1.062
2014-02-13 00:50:05 ,22.312, 21.875, -1.187
2014-02-13 00:51:04 ,22.375, 21.875, -1.187
2014-02-13 00:52:04 ,22.312, 21.875, -1.25
2014-02-13 00:53:05 ,22.375, 21.875, -1.062
2014-02-13 00:54:04 ,22.312, 21.875, -1.125
2014-02-13 00:55:05 ,22.375, 21.875, -1.0
2014-02-13 00:56:04 ,22.312, 21.875, -1.062
2014-02-13 00:57:04 ,22.312, 21.875, -1.125
2014-02-13 00:58:04 ,22.312, 21.875, -1.062
2014-02-13 00:59:04 ,22.312, 21.875, -1.062
2014-02-13 01:00:04 ,22.25, 21.875, -0.937
2014-02-13 01:01:04 ,22.25, 21.875, -0.875
2014-02-13 01:02:04 ,22.312, 21.875, -0.812
2014-02-13 01:03:04 ,22.312, 21.875, -0.875
2014-02-13 01:04:05 ,22.312, 21.875, -0.812
2014-02-13 01:05:04 ,22.25, 21.875, -0.75
2014-02-13 01:06:04 ,22.25, 21.812, -0.75
2014-02-13 01:07:04 ,22.25, 21.812, -0.625
2014-02-13 01:08:05 ,22.312, 21.812, -0.687
2014-02-13 01:09:04 ,22.25, 21.812, -0.625
2014-02-13 01:10:05 ,22.25, 21.75, -0.562
2014-02-13 01:11:04 ,22.25, 21.812, -0.5
2014-02-13 01:12:04 ,22.312, 21.75, -0.625
2014-02-13 01:13:04 ,22.25, 21.75, -0.562
2014-02-13 01:14:04 ,22.25, 21.75, -0.562
2014-02-13 01:15:05 ,22.25, 21.75, -0.5
2014-02-13 01:16:04 ,22.25, 21.75, -0.437
2014-02-13 01:17:05 ,22.25, 21.75, -0.437
2014-02-13 01:18:04 ,22.25, 21.812, -0.5
2014-02-13 01:19:05 ,22.25, 21.812, -0.375
2014-02-13 01:20:04 ,22.25, 21.812, -0.375
2014-02-13 01:21:04 ,22.187, 21.812, -0.312
2014-02-13 01:22:04 ,22.187, 21.75, -0.437
2014-02-13 01:23:04 ,22.25, 21.75, -0.437
2014-02-13 01:24:05 ,22.187, 21.812, -0.437
2014-02-13 01:25:04 ,22.25, 21.812, -0.312
2014-02-13 01:26:04 ,22.25, 21.75, -0.375
2014-02-13 01:27:04 ,22.25, 21.812, -0.437
2014-02-13 01:28:04 ,22.25, 21.812, -0.437
2014-02-13 01:29:04 ,22.25, 21.812, -0.375
2014-02-13 01:30:04 ,22.187, 21.812, -0.437
2014-02-13 01:31:05 ,22.25, 21.812, -0.375
2014-02-13 01:32:04 ,22.187, 21.75, -0.375
2014-02-13 01:33:04 ,22.187, 21.75, -0.437
2014-02-13 01:34:04 ,22.187, 21.812, -0.437
2014-02-13 01:35:04 ,22.187, 21.75, -0.437
2014-02-13 01:36:04 ,22.187, 21.75, -0.5
2014-02-13 01:37:04 ,22.187, 21.812, -0.562
2014-02-13 01:38:05 ,22.25, 21.812, -0.437
2014-02-13 01:39:04 ,22.187, 21.812, -0.437
2014-02-13 01:40:04 ,22.25, 21.812, -0.375
2014-02-13 01:41:04 ,22.187, 21.812, -0.375
2014-02-13 01:42:04 ,22.187, 21.812, -0.312
2014-02-13 01:43:05 ,22.187, 21.812, -0.312
2014-02-13 01:44:04 ,22.187, 21.812, -0.25
2014-02-13 01:45:05 ,22.187, 21.75, -0.312
2014-02-13 01:46:04 ,22.187, 21.75, -0.312
2014-02-13 01:47:04 ,22.187, 21.75, -0.375
2014-02-13 01:48:05 ,22.25, 21.812, -0.5
2014-02-13 01:49:04 ,22.187, 21.75, -0.625
2014-02-13 01:50:05 ,22.125, 21.687, -0.562
2014-02-13 01:51:04 ,22.187, 21.687, -0.375
2014-02-13 01:52:05 ,22.187, 21.687, -0.312
2014-02-13 01:53:05 ,22.25, 21.687, -0.312
2014-02-13 01:54:04 ,22.187, 21.687, -0.25
2014-02-13 01:55:05 ,22.187, 21.687, -0.312
2014-02-13 01:56:04 ,22.187, 21.687, -0.437
2014-02-13 01:57:04 ,22.187, 21.75, -0.437
2014-02-13 01:58:04 ,22.187, 21.75, -0.562
2014-02-13 01:59:04 ,22.187, 21.687, -0.5
2014-02-13 02:00:04 ,22.125, 21.687, -0.437
2014-02-13 02:01:04 ,22.187, 21.75, -0.687
2014-02-13 02:02:04 ,22.187, 21.687, -0.625
2014-02-13 02:03:04 ,22.125, 21.687, -0.625
2014-02-13 02:04:04 ,22.125, 21.687, -0.687
2014-02-13 02:05:04 ,22.125, 21.687, -0.75
2014-02-13 02:06:05 ,22.125, 21.687, -0.687
2014-02-13 02:07:04 ,22.125, 21.75, -0.812
2014-02-13 02:08:05 ,22.125, 21.687, -0.812
2014-02-13 02:09:04 ,22.125, 21.75, -0.75
2014-02-13 02:10:04 ,22.187, 21.687, -0.687
2014-02-13 02:11:04 ,22.125, 21.625, -0.625
2014-02-13 02:12:04 ,22.125, 21.687, -0.562
2014-02-13 02:13:04 ,22.125, 21.687, -0.625
2014-02-13 02:14:04 ,22.125, 21.625, -0.625
2014-02-13 02:15:04 ,22.187, 21.687, -0.562
2014-02-13 02:16:04 ,22.187, 21.687, -0.5
2014-02-13 02:17:05 ,22.125, 21.687, -0.5
2014-02-13 02:18:04 ,22.125, 21.687, -0.375
2014-02-13 02:19:05 ,22.125, 21.562, -0.375
2014-02-13 02:20:04 ,22.062, 21.625, -0.437
2014-02-13 02:21:04 ,22.062, 21.625, -0.625
2014-02-13 02:22:04 ,22.062, 21.687, -0.937
2014-02-13 02:23:04 ,22.062, 21.625, -1.062
2014-02-13 02:24:04 ,22.125, 21.687, -1.125
2014-02-13 02:25:04 ,22.125, 21.625, -1.062
2014-02-13 02:26:05 ,22.062, 21.625, -1.0
2014-02-13 02:27:04 ,22.062, 21.625, -0.875
2014-02-13 02:28:05 ,22.0, 21.687, -0.875
2014-02-13 02:29:04 ,22.062, 21.625, -0.937
2014-02-13 02:30:04 ,22.062, 21.625, -0.875
2014-02-13 02:31:04 ,22.062, 21.687, -0.812
2014-02-13 02:32:04 ,22.062, 21.687, -0.937
2014-02-13 02:33:04 ,22.062, 21.625, -1.125
2014-02-13 02:34:04 ,22.062, 21.625, -1.0
2014-02-13 02:35:04 ,22.062, 21.562, -0.937
2014-02-13 02:36:04 ,22.062, 21.562, -1.0
2014-02-13 02:37:05 ,22.062, 21.625, -1.0
2014-02-13 02:38:04 ,22.062, 21.625, -1.0
2014-02-13 02:39:05 ,22.062, 21.562, -1.062
2014-02-13 02:40:04 ,22.0, 21.562, -1.187
2014-02-13 02:41:04 ,22.0, 21.562, -1.125
2014-02-13 02:42:04 ,22.0, 21.562, -1.125
2014-02-13 02:43:05 ,22.0, 21.562, -1.062
2014-02-13 02:44:04 ,22.0, 21.562, -1.062
2014-02-13 02:45:05 ,22.0, 21.562, -0.875
2014-02-13 02:46:04 ,22.062, 21.625, -0.812
2014-02-13 02:47:04 ,22.0, 21.562, -0.937
2014-02-13 02:48:04 ,22.0, 21.562, -0.875
2014-02-13 02:49:04 ,22.0, 21.5, -0.875
2014-02-13 02:50:04 ,22.0, 21.562, -0.75
2014-02-13 02:51:04 ,22.0, 21.562, -1.0
2014-02-13 02:52:05 ,22.0, 21.562, -1.0
2014-02-13 02:53:04 ,22.0, 21.625, -0.875
2014-02-13 02:54:04 ,22.0, 21.625, -0.937
2014-02-13 02:55:04 ,22.0, 21.562, -0.812
2014-02-13 02:56:05 ,22.0, 21.562, -0.875
2014-02-13 02:57:05 ,22.0, 21.562, -0.937
2014-02-13 02:58:04 ,22.0, 21.562, -0.812
2014-02-13 02:59:04 ,22.0, 21.562, -0.875
2014-02-13 03:00:04 ,22.0, 21.562, -0.75
2014-02-13 03:01:04 ,22.0, 21.5, -0.812
2014-02-13 03:02:04 ,22.0, 21.562, -0.937
2014-02-13 03:03:04 ,21.937, 21.5, -0.875
2014-02-13 03:04:05 ,21.937, 21.5, -0.875
2014-02-13 03:05:04 ,22.0, 21.562, -0.812
2014-02-13 03:06:04 ,22.0, 21.437, -0.812
2014-02-13 03:07:04 ,22.0, 21.562, -0.687
2014-02-13 03:08:04 ,22.0, 21.562, -0.687
2014-02-13 03:09:04 ,22.0, 21.562, -0.75
2014-02-13 03:10:04 ,22.0, 21.562, -0.75
2014-02-13 03:11:05 ,22.0, 21.562, -0.875
2014-02-13 03:12:04 ,21.937, 21.5, -0.937
2014-02-13 03:13:04 ,21.937, 21.5, -0.937
2014-02-13 03:14:04 ,21.937, 21.562, -0.875
2014-02-13 03:15:04 ,22.0, 21.562, -0.812
2014-02-13 03:16:04 ,22.0, 21.562, -0.687
2014-02-13 03:17:04 ,21.937, 21.562, -0.687
2014-02-13 03:18:04 ,21.937, 21.5, -0.687
2014-02-13 03:19:04 ,21.937, 21.5, -0.75
2014-02-13 03:20:05 ,21.937, 21.562, -0.562
2014-02-13 03:21:04 ,21.937, 21.5, -0.625
2014-02-13 03:22:05 ,21.937, 21.562, -0.812
2014-02-13 03:23:04 ,21.937, 21.562, -0.875
2014-02-13 03:24:04 ,21.937, 21.5, -0.812
2014-02-13 03:25:04 ,21.937, 21.5, -0.75
2014-02-13 03:26:04 ,22.0, 21.562, -0.812
2014-02-13 03:27:04 ,21.937, 21.562, -0.875
2014-02-13 03:28:04 ,22.0, 21.562, -0.625
2014-02-13 03:29:05 ,21.937, 21.562, -0.687
2014-02-13 03:30:04 ,21.937, 21.562, -0.625
2014-02-13 03:31:05 ,22.0, 21.562, -0.687
2014-02-13 03:32:04 ,22.0, 21.562, -0.437
2014-02-13 03:33:05 ,22.0, 21.562, -0.375
2014-02-13 03:34:04 ,22.0, 21.562, -0.25
2014-02-13 03:35:05 ,22.0, 21.562, -0.437
2014-02-13 03:36:04 ,22.0, 21.562, -0.437
2014-02-13 03:37:04 ,22.0, 21.562, -0.562
2014-02-13 03:38:05 ,22.0, 21.625, -0.687
2014-02-13 03:39:04 ,22.0, 21.562, -0.687
2014-02-13 03:40:05 ,22.0, 21.562, -0.437
2014-02-13 03:41:04 ,22.062, 21.562, -0.437
2014-02-13 03:42:05 ,22.062, 21.562, -0.312
2014-02-13 03:43:04 ,22.0, 21.562, -0.187
2014-02-13 03:44:04 ,22.062, 21.562, -0.5
2014-02-13 03:45:04 ,22.062, 21.562, -0.437
2014-02-13 03:46:04 ,22.062, 21.562, -0.437
2014-02-13 03:47:04 ,22.0, 21.625, -0.625
2014-02-13 03:48:04 ,22.062, 21.562, -0.75
2014-02-13 03:49:04 ,22.062, 21.562, -0.687
2014-02-13 03:50:04 ,22.0, 21.625, -0.562
2014-02-13 03:51:04 ,22.062, 21.562, -0.687
2014-02-13 03:52:04 ,22.0, 21.562, -0.687
2014-02-13 03:53:05 ,22.062, 21.562, -0.687
2014-02-13 03:54:04 ,22.062, 21.562, -0.625
2014-02-13 03:55:04 ,22.0, 21.562, -0.875
2014-02-13 03:56:04 ,22.062, 21.625, -0.812
2014-02-13 03:57:04 ,22.0, 21.625, -0.75
2014-02-13 03:58:05 ,22.062, 21.687, -0.875
2014-02-13 03:59:04 ,22.062, 21.687, -0.687
2014-02-13 04:00:04 ,22.062, 21.625, -0.812
2014-02-13 04:01:04 ,22.0, 21.625, -0.937
2014-02-13 04:02:04 ,22.0, 21.625, -0.812
2014-02-13 04:03:04 ,22.062, 21.625, -0.687
2014-02-13 04:04:04 ,22.062, 21.687, -0.562
2014-02-13 04:05:04 ,22.062, 21.687, -0.687
2014-02-13 04:06:04 ,22.062, 21.687, -0.75
2014-02-13 04:07:04 ,22.062, 21.687, -0.75
2014-02-13 04:08:04 ,22.062, 21.687, -0.687
2014-02-13 04:09:05 ,22.125, 21.75, -0.562
2014-02-13 04:10:04 ,22.062, 21.687, -0.687
2014-02-13 04:11:05 ,22.125, 21.687, -0.687
2014-02-13 04:12:04 ,22.125, 21.687, -0.812
2014-02-13 04:13:04 ,22.0, 21.625, -0.687
2014-02-13 04:14:04 ,22.062, 21.687, -0.562
2014-02-13 04:15:04 ,22.125, 21.687, -0.5
2014-02-13 04:16:05 ,22.125, 21.687, -0.625
2014-02-13 04:17:04 ,22.125, 21.687, -0.562
2014-02-13 04:18:05 ,22.187, 21.75, -0.812
2014-02-13 04:19:04 ,22.125, 21.75, -0.625
2014-02-13 04:20:05 ,22.125, 21.687, -0.562
2014-02-13 04:21:04 ,22.125, 21.687, -0.312
2014-02-13 04:22:04 ,22.125, 21.75, -0.437
2014-02-13 04:23:04 ,22.062, 21.75, -0.437
2014-02-13 04:24:04 ,22.125, 21.687, -0.375
2014-02-13 04:25:05 ,22.125, 21.687, -0.312
2014-02-13 04:26:04 ,22.125, 21.75, -0.25
2014-02-13 04:27:04 ,22.062, 21.75, -0.375
2014-02-13 04:28:04 ,22.125, 21.75, -0.312
2014-02-13 04:29:04 ,22.125, 21.75, -0.25
2014-02-13 04:30:05 ,22.125, 21.75, -0.187
2014-02-13 04:31:04 ,22.062, 21.75, -0.187
2014-02-13 04:32:05 ,22.062, 21.75, -0.187
2014-02-13 04:33:04 ,22.125, 21.75, -0.125
2014-02-13 04:34:04 ,22.125, 21.75, -0.125
2014-02-13 04:35:04 ,22.125, 21.687, -0.25
2014-02-13 04:36:04 ,22.125, 21.687, -0.125
2014-02-13 04:37:04 ,22.125, 21.687, -0.25
2014-02-13 04:38:04 ,22.062, 21.687, -0.25
2014-02-13 04:39:04 ,22.062, 21.625, -0.25
2014-02-13 04:40:04 ,22.125, 21.687, -0.125
2014-02-13 04:41:05 ,22.125, 21.687, 0.0
2014-02-13 04:42:04 ,22.125, 21.687, -0.125
2014-02-13 04:43:04 ,22.062, 21.687, -0.125
2014-02-13 04:44:04 ,22.062, 21.625, 0.0
2014-02-13 04:45:05 ,22.062, 21.625, -0.187
2014-02-13 04:46:05 ,22.125, 21.687, -0.187
2014-02-13 04:47:04 ,22.0, 21.625, -0.187
2014-02-13 04:48:04 ,22.062, 21.625, -0.125
2014-02-13 04:49:04 ,22.062, 21.625, -0.125
2014-02-13 04:50:04 ,22.062, 21.625, -0.25
2014-02-13 04:51:04 ,22.0, 21.562, -0.187
2014-02-13 04:52:04 ,22.0, 21.625, -0.062
2014-02-13 04:53:05 ,22.0, 21.625, 0.0
2014-02-13 04:54:04 ,22.062, 21.562, 0.125
2014-02-13 04:55:05 ,22.0, 21.5, 0.187
2014-02-13 04:56:04 ,22.0, 21.562, -0.125
2014-02-13 04:57:04 ,21.937, 21.5, -0.25
2014-02-13 04:58:04 ,22.0, 21.5, -0.25
2014-02-13 04:59:05 ,21.937, 21.437, -0.125
2014-02-13 05:00:04 ,21.937, 21.5, -0.125
2014-02-13 05:01:04 ,21.937, 21.437, -0.125
2014-02-13 05:02:04 ,22.0, 21.437, -0.25
2014-02-13 05:03:04 ,22.0, 21.437, -0.125
2014-02-13 05:04:05 ,22.0, 21.5, -0.187
2014-02-13 05:05:04 ,22.0, 21.437, -0.187
2014-02-13 05:06:05 ,21.937, 21.437, -0.25
2014-02-13 05:07:04 ,21.937, 21.437, 0.0
2014-02-13 05:08:05 ,21.937, 21.5, 0.062
2014-02-13 05:09:04 ,21.937, 21.5, 0.0
2014-02-13 05:10:04 ,22.0, 21.5, -0.062
2014-02-13 05:11:04 ,22.0, 21.562, 0.0
2014-02-13 05:12:04 ,22.0, 21.562, 0.125
2014-02-13 05:13:04 ,22.0, 21.562, 0.0
2014-02-13 05:14:04 ,21.937, 21.5, 0.0
2014-02-13 05:15:04 ,21.937, 21.5, 0.062
2014-02-13 05:16:04 ,21.937, 21.5, 0.125
2014-02-13 05:17:05 ,21.937, 21.5, 0.187
2014-02-13 05:18:04 ,21.937, 21.5, 0.187
2014-02-13 05:19:04 ,21.937, 21.562, 0.062
2014-02-13 05:20:04 ,21.937, 21.5, -0.062
2014-02-13 05:21:05 ,21.937, 21.562, -0.062
2014-02-13 05:22:04 ,21.875, 21.5, 0.0
2014-02-13 05:23:05 ,21.937, 21.5, 0.062
2014-02-13 05:24:05 ,21.937, 21.5, 0.062
2014-02-13 05:25:04 ,21.937, 21.5, -0.125
2014-02-13 05:26:05 ,21.937, 21.5, 0.0
2014-02-13 05:27:04 ,21.937, 21.5, 0.0
2014-02-13 05:28:04 ,21.937, 21.5, 0.062
2014-02-13 05:29:04 ,21.937, 21.5, 0.062
2014-02-13 05:30:04 ,22.0, 21.5, 0.062
2014-02-13 05:31:05 ,21.937, 21.5, 0.125
2014-02-13 05:32:04 ,21.937, 21.5, 0.187
